Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
Peter Hansen,M,SBD,Raw,56.5,55-59,Masters 2,73.3,74,100.0,110.0,120.0,,120.0,80.0,85.0,-90.0,,85.0,125.0,140.0,155.0,,155.0,360.0,1,260.72,324.85,252.33,357.09,Yes,,DSF,2019-04-05,Denmark,,DM Klassisk
Kelsey Commerford,M,SBD,Raw,20.0,20-23,MR-Jr,106.4,120,207.5,220.0,227.5,,227.5,147.5,155.0,165.0,,165.0,250.0,267.5,290.0,,290.0,682.5,1,405.97,418.15,389.38,589.18,Yes,USA,USAPL,2019-02-23,USA,CA,Boss of NorCal Winter Championship
Nikolay Borisov,M,SBD,Raw,55.0,55-59,Amateur Masters 55-59,89.2,90,135.0,145.0,152.5,,152.5,95.0,102.5,107.5,,107.5,160.0,175.0,,,175.0,435.0,1,278.98,341.75,268.9,388.58,Yes,,WPC-RUS,2017-12-10,Russia,,World Champions Cup
Chris Neve,M,SBD,Raw,26.5,24-34,Open,90.75,93,180.0,-190.0,195.0,,195.0,145.0,155.0,-160.0,,155.0,210.0,225.0,235.0,,235.0,585.0,1,371.9,371.9,358.32,545.52,Yes,,PA,2014-07-19,Australia,WA,Strength Club Classic
Javier Martinez,M,SBD,Raw,19.0,18-19,Open,71.45,75,,,,,117.5,,,,,77.5,,,,,175.0,370.0,3,273.02,283.94,264.4,377.07,Yes,USA,USPA,2018-09-22,USA,CA,Drug Tested Monterey County Open
Andy Hutchings,M,SBD,Raw,38.5,35-39,M-C-Open,119.9,120,230.0,245.0,-255.0,,245.0,165.0,172.5,177.5,,177.5,260.0,272.5,280.0,,280.0,702.5,1,403.96,403.96,385.54,568.02,Yes,UK,EPA,2014-11-22,England,,East Midlands Divisional
Clifford Mason,M,SBD,Raw,34.0,24-34,Open,99.5,100,,,,,252.5,,,,,133.0,,,,,237.5,622.5,3,379.61,379.61,364.89,552.35,,,USPA,2016-12-03,USA,OR,Western Regional Powerlifting Championships
Tim Fitzgerald,M,SBD,Raw,47.0,45-49,Masters 45-49,109.3,110,,,,,157.5,,,,,132.5,,,,,182.5,472.5,1,278.61,301.46,266.96,375.36,,,USPA,2017-04-23,USA,CA,LA Open
Andrew Richard,M,SBD,Raw,21.5,20-23,MR-O,82.54,83,232.5,245.0,-255.0,,245.0,155.0,162.5,167.5,,167.5,245.0,-260.0,265.0,,265.0,677.5,1,453.73,458.27,438.03,687.08,Yes,,USAPL,2018-08-18,USA,CT,Northeast Regionals
Francis Ziarkoski,M,SBD,Raw,19.5,20-23,Amateur Open,98.34,100,,,,,147.42,,,,,124.74,,,,,249.48,521.63,3,319.63,329.22,307.34,452.55,Yes,,RPS,2014-09-27,USA,PA,Campus Chaos
Antonio Brito,M,SBD,Raw,28.5,24-34,MR-O,89.8,93,160.0,167.5,180.0,,180.0,92.5,100.0,107.5,,107.5,187.5,200.0,210.0,,210.0,497.5,8,317.96,317.96,306.43,454.5,Yes,,USAPL,2019-02-10,USA,CA,Convoy Strength Open
簗瀬 秀賢,M,SBD,Raw,,,High School,66.28,74,-145.0,145.0,150.0,,150.0,85.0,90.0,95.0,,95.0,155.0,160.0,165.0,,165.0,410.0,9,320.82,320.82,311.37,453.84,Yes,,JPA,2014-03-23,Japan,,Japanese High School & Sub-Juniors Powerlifting Championships
Michael Massey,M,SBD,Raw,51.5,50-54,MR-O,100.1,105,-117.5,117.5,120.0,,120.0,-137.5,137.5,140.0,,140.0,137.5,160.0,182.5,,182.5,442.5,5,269.19,308.76,258.71,366.67,Yes,,USAPL,2018-12-01,USA,AL,Kilos on the Coosa
Per Persson,M,SBD,Raw,52.5,50-54,Masters 2,143.5,120+,,,,,230.0,,,,,187.5,,,,,235.0,652.5,1,363.3,423.25,343.83,472.18,Yes,Sweden,SSF,2018-04-27,Sweden,,u/j/v-SM Klassisk styrkelyft
John Kelly,M,SBD,Raw,52.0,50-54,Masters 50-54,115.6,125,,,,,195.0,,,,,147.5,,,,,230.0,572.5,2,332.19,387.01,317.56,457.01,,,USPA,2017-12-09,USA,FL,Florida Senior Games
Ethan Foote,M,SBD,Raw,,,Juniors,143.91,120+,250.0,260.0,265.0,,265.0,165.0,170.0,172.5,,172.5,320.0,342.0,,,342.0,779.5,1,433.84,433.84,410.53,579.68,Yes,New Zealand,CommonwealthPF,2015-12-01,Canada,BC,Commonwealth Championships
Sam Guest,M,SBD,Raw,17.0,16-17,Sub-Juniors,82.94,83,150.0,162.5,170.0,,170.0,120.0,130.0,-132.5,,130.0,180.0,192.5,-200.0,,192.5,492.5,2,328.88,355.2,317.47,474.68,Yes,,NZPF,2018-08-23,New Zealand,NTL,New Zealand Powerlifting Championships
John Chubbuck,M,SBD,Raw,,,Amateur Open,97.07,100,,,,,174.63,,,,,156.49,,,,,226.8,557.92,1,343.76,343.76,330.66,494.04,Yes,,RPS,2018-04-28,USA,NY,Spring Supremacy
Bryan Palombo,M,SBD,Raw,18.5,18-19,18-19,75.0,75,,,,,154.22,,,,,147.42,,,,,192.78,494.42,1,352.3,366.4,340.79,513.17,,,RAWU,2013-02-01,USA,FL,Raw Record Breakers Meet
Cameron Chorney,M,SBD,Raw,,,Open,103.5,105,,,,,182.5,,,,,137.5,,,,,225.0,545.0,3,327.35,327.35,314.27,461.34,Yes,,CPU,2018-08-11,Canada,MB,Movement Classic
Nathan Drake,M,SBD,Raw,27.5,24-34,MR-O,103.7,105,142.5,-150.0,150.0,,150.0,90.0,95.0,-97.5,,95.0,180.0,-185.0,,,180.0,425.0,4,255.09,255.09,244.88,340.68,Yes,,USAPL,2017-08-05,USA,ID,Northwest Regional Championship
Nick Sauble,M,SBD,Raw,36.5,35-39,Pro Open,117.39,125,,,,,283.5,,,,,163.29,,,,,285.76,732.55,1,423.39,423.39,404.47,603.12,,,RPS,2016-09-24,USA,PA,Campus Chaos
Greg Simpson,M,SBD,Raw,47.0,45-49,Open,116.6,125,,,,,235.0,,,,,185.0,,,,,257.5,677.5,7,392.25,424.41,374.83,553.58,,USA,IPL,2017-11-02,USA,NV,Worlds
Matěj Duchoň,M,SBD,Raw,17.5,18-19,Open,77.65,83,,,,,102.5,,,,,85.0,,,,,165.0,352.5,6,245.33,260.05,237.13,332.22,Yes,,CSST,2017-09-16,Czechia,,Mistrovství Severní Moravy v Klasickém Silovém Trojboji Mužů a Žen
Trevor Vasser,M,SBD,Raw,25.0,24-34,Open,170.4,140+,,,,,320.0,,,,,220.0,,,,,325.0,865.0,1,469.64,469.64,440.11,600.13,,,USPA,2017-05-20,USA,TN,3rd Annual Eastern TN Powerlifting Classic
Steve Roy,M,SBD,Raw,,,Amateur Open,89.72,90,,,,,233.6,,,,,165.56,,,,,278.96,678.12,1,433.6,433.6,417.87,650.65,Yes,,RPS,2016-04-02,USA,CT,New England Revolution
Chris Nielson,M,SBD,Raw,,,Varsity,99.79,99.7,161.03,172.37,179.17,,179.17,124.74,-129.27,129.27,,129.27,188.24,-192.78,199.58,,199.58,508.02,14,309.44,309.44,297.41,434.37,,,MHSPLA,2016-03-12,USA,MI,State Championships
Jonathan Schneider,M,SBD,Raw,24.0,24-34,Open,98.07,100,,,,,204.12,,,,,151.95,,,,,188.24,544.31,2,333.92,333.92,321.1,476.75,,,SPF,2014-12-06,USA,OH,North of the Border
Airam Namaduk,M,SBD,Raw,14.5,13-15,Sub-Juniors,70.0,74,,,,,100.0,,,,,60.0,120.0,135.0,142.5,,142.5,302.5,2,226.69,267.49,219.65,297.99,Yes,Nauru,NauruPF,2019-01-22,Nauru,,Nauru Independence Day Championships
Collin Gray,M,SBD,Raw,28.5,24-34,MR-O,114.2,120,142.5,150.0,160.0,,160.0,125.0,130.0,135.0,,135.0,147.5,165.0,-175.0,,165.0,460.0,1,267.79,267.79,256.13,353.26,Yes,,USAPL,2016-11-05,USA,VA,Virginia State Championship
George Whyte,M,SBD,Raw,24.5,24-34,MR-O,123.6,120+,185.0,-192.5,192.5,,192.5,142.5,-147.5,-147.5,,142.5,265.0,280.0,-295.0,,280.0,615.0,2,351.27,351.27,334.77,478.28,Yes,,USAPL,2015-12-05,USA,CO,Colorado State Championships
Timothy Mcclean,M,SBD,Raw,30.5,24-34,MR-O,74.5,83,150.0,160.0,-167.5,,160.0,-112.5,-112.5,112.5,,112.5,192.5,-205.0,-205.0,,192.5,465.0,2,332.89,332.89,322.06,480.02,Yes,,USAPL,2018-06-09,USA,WA,Seattle Strength and Power
Alexander Small,M,SBD,Raw,23.0,20-23,Juniors 20-23,99.5,100,,,,,,,,,,,,,,,317.5,,DQ,,,,,,,USPA,2017-07-07,USA,NV,National Powerlifting Championships
Lee Maccarone,M,SBD,Raw,24.5,24-34,MR-C,82.35,83,220.0,230.0,235.0,,235.0,145.0,150.0,155.0,,155.0,247.5,255.0,-265.0,,255.0,645.0,13,432.56,432.56,417.61,651.08,Yes,,USAPL,2019-04-12,USA,OH,Collegiate Nationals
Jonathan Clarke,M,SBD,Raw,,,M-O,73.0,74,,,,,205.0,,,,,130.0,,,,,225.0,560.0,1,406.76,406.76,393.71,604.47,Yes,,IrishPF,2017-01-21,Ireland,,Leinster Open
Brian Heyburn,M,SBD,Raw,,,MR-O,85.4,93,130.0,140.0,150.0,,150.0,95.0,102.5,107.5,,107.5,160.0,170.0,182.5,,182.5,440.0,10,288.9,288.9,278.71,406.38,Yes,,EPA,2019-04-20,UK,,South Midlands Spring Open
Kevin Lesniak,M,SBD,Raw,22.5,20-23,MR-C,112.7,120,195.0,210.0,222.5,,222.5,105.0,115.0,-125.0,,115.0,200.0,215.0,-225.0,,215.0,552.5,23,322.82,322.82,308.94,444.85,Yes,,USAPL,2017-04-07,USA,TX,Collegiate National Championship
Kjetil Haakonseth Albrechtsen,M,SBD,Raw,,,Open,100.9,105,165.0,175.0,185.0,,185.0,90.0,95.0,-100.0,,95.0,205.0,215.0,227.5,,227.5,507.5,6,307.77,307.77,295.71,430.75,Yes,,NSF,2017-06-10,Norway,,Åpent Stevne
Byron White,M,SBD,Raw,21.5,20-23,Open,83.0,83,185.0,200.0,207.5,,207.5,135.0,-140.0,140.0,,140.0,225.0,247.5,-260.0,,247.5,595.0,2,397.16,401.13,383.38,590.82,Yes,Australia,PA,2015-03-15,Australia,VIC,SFA Raw Talent Scout
Tom Collins,M,SBD,Raw,,,M-C-U23,90.1,93,192.5,202.5,-205.0,,202.5,135.0,-142.5,-142.5,,135.0,225.0,232.5,240.0,,240.0,577.5,3,368.46,368.46,355.07,540.01,Yes,,WelshPA,2018-07-28,Wales,,South Wales Cup
Henk Rozeboom,M,SBD,Raw,,,Juniors,92.4,93,-190.0,190.0,-205.0,,190.0,120.0,127.5,132.5,,132.5,270.0,290.0,-307.5,,290.0,612.5,4,385.96,385.96,371.71,568.41,Yes,Netherlands,NPB,2017-04-29,Netherlands,ZE,Dutch Juniors & Sub-Juniors Championship
John Frank Wright,M,SBD,Raw,23.0,20-23,Open,97.2,100,,,,,182.5,,,,,122.5,,,,,187.5,492.5,15,303.28,303.28,291.71,425.8,,,USPA,2015-03-27,USA,CA,California State Powerlifting Championships
Daniel Klaer,M,SBD,Raw,,,Open,100.1,105,160.0,170.0,180.0,,180.0,-100.0,100.0,105.0,,105.0,210.0,220.0,230.0,,230.0,515.0,2,313.3,313.3,301.09,440.62,Yes,,PA,2011-11-27,Australia,QLD,SE Challenge Powerlifting and Benchpress Championships
Harold Chow,M,SBD,Raw,19.5,20-23,Open,82.8,83,205.0,215.0,217.5,,217.5,130.0,-137.5,137.5,,137.5,240.0,250.0,-252.5,,250.0,605.0,5,404.42,416.55,390.4,603.18,Yes,,PA,2018-08-03,Australia,VIC,Australian Junior/Masters Championships
Gabriel Robles,M,SBD,Raw,22.0,20-23,Open,82.4,82.5,,,,,217.5,,,,,132.5,,,,,237.5,587.5,2,393.86,397.79,380.24,585.24,,,USPA,2018-03-17,USA,CA,California State Powerlifting Championships
David Sparrow,M,SBD,Raw,32.5,24-34,Amateur Open,125.65,140,,,,,102.06,,,,,77.11,,,,,111.13,290.3,1,165.25,165.25,157.37,179.0,Yes,,RPS,2017-10-28,USA,OH,Lexen Fall Classic
Jordan Galida,M,SBD,Raw,22.5,20-23,MR-Jr,81.5,83,185.0,190.0,-192.5,,190.0,122.5,125.0,-127.5,,125.0,230.0,235.0,-240.0,,235.0,550.0,33,371.18,371.18,358.42,546.67,Yes,,USAPL,2016-10-13,USA,GA,Raw Nationals
David Contreras,M,SBD,Raw,51.0,50-54,Open,88.68,90,,,,,177.5,,,,,107.5,,,,,182.5,467.5,6,300.73,344.94,289.9,425.67,,USA,USPA,2013-07-12,USA,NV,National PL BP DL Championship
Blake Parker,M,SBD,Raw,,,Masters 2,70.0,74,,,,,132.5,,,,,72.5,,,,,165.5,370.5,1,277.65,277.65,269.03,384.06,Yes,,CPU,2015-10-31,Canada,SK,Canadian Strength Symposium
Ryan Hudson,M,SBD,Raw,36.0,35-39,Open,74.5,75,,,,,215.5,,,,,132.5,,,,,225.0,573.0,1,410.21,410.21,396.86,611.21,,,USPA,2015-06-13,USA,OR,Oregon State Open
